"gene_id","organ","event","time"
"lnc_RNA:Solyc04r022210.1","Shoot","A3SS","25, 60, 70"
"lnc_RNA:Solyc05r027730.1","Shoot","A3SS","10"
"Solyc01g005550.3","Shoot","A3SS","50, 60, 70, 80, 90, 105"
"Solyc01g005820.4","Shoot","A3SS","50, 60, 70, 90, 105"
"Solyc01g067270.4","Shoot","A3SS","60"
"Solyc01g068560.3","Shoot","A3SS","5"
"Solyc01g080280.3","Shoot","A3SS","40"
"Solyc01g086890.3","Shoot","A3SS","40"
"Solyc01g087260.4","Shoot","A3SS","80"
"Solyc01g091260.3","Shoot","A3SS","60, 70, 80, 90, 105"
"Solyc01g094210.2","Shoot","A3SS","80"
"Solyc01g095460.3","Shoot","A3SS","80, 90, 105"
"Solyc01g097500.4","Shoot","A3SS","60"
"Solyc01g098500.3","Shoot","A3SS","70"
"Solyc01g102950.3","Shoot","A3SS","60"
"Solyc01g103170.4","Shoot","A3SS","105"
"Solyc01g104370.4","Shoot","A3SS","90"
"Solyc01g105120.4","Shoot","A3SS","105"
"Solyc01g106430.3","Shoot","A3SS","90"
"Solyc02g005180.3","Shoot","A3SS","90"
"Solyc02g030130.4","Shoot","A3SS","40"
"Solyc02g066940.4","Shoot","A3SS","70, 105"
"Solyc02g069650.3","Shoot","A3SS","25"
"Solyc02g069860.4","Shoot","A3SS","15"
"Solyc02g078400.3","Shoot","A3SS","80, 90, 105"
"Solyc02g080780.3","Shoot","A3SS","80, 90, 105"
"Solyc02g082030.3","Shoot","A3SS","15"
"Solyc02g083810.4","Shoot","A3SS","105"
"Solyc02g085290.3","Shoot","A3SS","30, 40, 50, 60, 70, 80, 90, 105"
"Solyc02g085420.4","Shoot","A3SS","50"
"Solyc02g085570.4","Shoot","A3SS","70"
"Solyc02g085760.2","Shoot","A3SS","20"
"Solyc02g085950.4","Shoot","A3SS","30"
"Solyc02g086970.4","Shoot","A3SS","70"
"Solyc02g088350.4","Shoot","A3SS","90, 105"
"Solyc02g090130.4","Shoot","A3SS","80"
"Solyc02g091030.4","Shoot","A3SS","70, 105"
"Solyc02g091730.3","Shoot","A3SS","90"
"Solyc02g092700.3","Shoot","A3SS","30, 90"
"Solyc02g094150.4","Shoot","A3SS","105"
"Solyc03g005090.4","Shoot","A3SS","30"
"Solyc03g033450.4","Shoot","A3SS","70, 80, 90, 105"
"Solyc03g033560.3","Shoot","A3SS","30"
"Solyc03g034100.4","Shoot","A3SS","90"
"Solyc03g034220.3","Shoot","A3SS","40"
"Solyc03g044080.4","Shoot","A3SS","80"
"Solyc03g078000.3","Shoot","A3SS","5"
"Solyc03g093830.3","Shoot","A3SS","90"
"Solyc03g096850.4","Shoot","A3SS","90, 105"
"Solyc03g098620.3","Shoot","A3SS","15"
"Solyc03g110940.3","Shoot","A3SS","60, 70"
"Solyc03g111700.3","Shoot","A3SS","80"
"Solyc03g112910.3","Shoot","A3SS","90"
"Solyc03g113920.4","Shoot","A3SS","90"
"Solyc03g113970.4","Shoot","A3SS","90"
"Solyc03g114930.3","Shoot","A3SS","70, 80, 90, 105"
"Solyc04g009020.4","Shoot","A3SS","70, 80"
"Solyc04g009050.4","Shoot","A3SS","25, 60"
"Solyc04g025990.3","Shoot","A3SS","60, 105"
"Solyc04g051310.4","Shoot","A3SS","70, 80"
"Solyc04g051800.3","Shoot","A3SS","10"
"Solyc04g056340.4","Shoot","A3SS","30, 40, 50, 60, 90, 105"
"Solyc04g071340.5","Shoot","A3SS","20, 70, 80"
"Solyc04g072450.3","Shoot","A3SS","70"
"Solyc04g078090.3","Shoot","A3SS","15"
"Solyc04g080280.3","Shoot","A3SS","60, 70, 80, 90, 105"
"Solyc04g080900.3","Shoot","A3SS","105"
"Solyc05g005180.3","Shoot","A3SS","105"
"Solyc05g007880.4","Shoot","A3SS","25, 70"
"Solyc05g008060.4","Shoot","A3SS","70, 80, 90, 105"
"Solyc05g010180.4","Shoot","A3SS","15, 70, 105"
"Solyc05g016410.3","Shoot","A3SS","40, 50"
"Solyc05g052600.4","Shoot","A3SS","105"
"Solyc05g052630.4","Shoot","A3SS","50, 60"
"Solyc05g052950.4","Shoot","A3SS","60, 70, 80, 90, 105"
"Solyc05g053930.4","Shoot","A3SS","105"
"Solyc05g055430.4","Shoot","A3SS","105"
"Solyc05g150106.1","Shoot","A3SS","30"
"Solyc06g005160.4","Shoot","A3SS","90"
"Solyc06g005710.3","Shoot","A3SS","30"
"Solyc06g008960.3","Shoot","A3SS","70"
"Solyc06g009340.4","Shoot","A3SS","40, 50, 60, 70, 80, 90, 105"
"Solyc06g011530.3","Shoot","A3SS","90, 105"
"Solyc06g019200.4","Shoot","A3SS","105"
"Solyc06g036260.3","Shoot","A3SS","15"
"Solyc06g050230.4","Shoot","A3SS","105"
"Solyc06g050900.3","Shoot","A3SS","90, 105"
"Solyc06g051400.3","Shoot","A3SS","105"
"Solyc06g066640.3","Shoot","A3SS","20, 80"
"Solyc06g069090.3","Shoot","A3SS","90, 105"
"Solyc06g075080.4","Shoot","A3SS","90"
"Solyc06g075520.3","Shoot","A3SS","15, 20"
"Solyc06g076050.4","Shoot","A3SS","105"
"Solyc06g076400.3","Shoot","A3SS","90"
"Solyc06g150131.1","Shoot","A3SS","50"
"Solyc07g005510.3","Shoot","A3SS","50"
"Solyc07g008260.3","Shoot","A3SS","50"
"Solyc07g021700.3","Shoot","A3SS","70, 80, 90"
"Solyc07g022900.4","Shoot","A3SS","90, 105"
"Solyc07g043620.3","Shoot","A3SS","20"
"Solyc07g049720.4","Shoot","A3SS","80, 90, 105"
"Solyc07g052340.4","Shoot","A3SS","50"
"Solyc07g056540.3","Shoot","A3SS","80, 90, 105"
"Solyc07g063430.3","Shoot","A3SS","105"
"Solyc07g066610.3","Shoot","A3SS","5, 10"
"Solyc08g048240.4","Shoot","A3SS","80"
"Solyc08g069140.4","Shoot","A3SS","80"
"Solyc08g075680.4","Shoot","A3SS","105"
"Solyc08g079590.3","Shoot","A3SS","105"
"Solyc08g080830.3","Shoot","A3SS","105"
"Solyc08g082880.4","Shoot","A3SS","90, 105"
"Solyc08g083250.4","Shoot","A3SS","15, 20, 25, 30, 40, 50, 80, 90, 105"
"Solyc09g005260.4","Shoot","A3SS","105"
"Solyc09g010460.3","Shoot","A3SS","20"
"Solyc09g031750.4","Shoot","A3SS","40"
"Solyc09g059510.3","Shoot","A3SS","80, 90, 105"
"Solyc09g065180.3","Shoot","A3SS","50, 60, 70, 80, 90"
"Solyc09g074670.4","Shoot","A3SS","80"
"Solyc09g092120.4","Shoot","A3SS","105"
"Solyc10g006230.3","Shoot","A3SS","80"
"Solyc10g006250.3","Shoot","A3SS","10"
"Solyc10g007050.3","Shoot","A3SS","90"
"Solyc10g047270.2","Shoot","A3SS","90"
"Solyc10g055720.2","Shoot","A3SS","105"
"Solyc10g083350.2","Shoot","A3SS","105"
"Solyc10g083360.2","Shoot","A3SS","70, 80"
"Solyc10g083520.2","Shoot","A3SS","70, 80"
"Solyc10g084810.3","Shoot","A3SS","30, 40"
"Solyc11g006460.3","Shoot","A3SS","50"
"Solyc11g010560.3","Shoot","A3SS","40"
"Solyc11g032120.2","Shoot","A3SS","70"
"Solyc11g065320.2","Shoot","A3SS","90"
"Solyc11g070100.2","Shoot","A3SS","70, 80"
"Solyc11g072030.3","Shoot","A3SS","70"
"Solyc11g073130.2","Shoot","A3SS","30, 40, 50, 60, 70, 80, 90, 105"
"Solyc12g006470.2","Shoot","A3SS","60, 70"
"Solyc12g008750.3","Shoot","A3SS","70, 105"
"Solyc12g008770.2","Shoot","A3SS","15"
"Solyc12g010050.2","Shoot","A3SS","70"
"Solyc12g010060.2","Shoot","A3SS","105"
"Solyc12g010230.2","Shoot","A3SS","90, 105"
"Solyc12g019010.2","Shoot","A3SS","105"
"Solyc12g040810.2","Shoot","A3SS","90"
"Solyc12g094720.3","Shoot","A3SS","90"
"Solyc12g095770.2","Shoot","A3SS","90, 105"
"Solyc12g098910.2","Shoot","A3SS","105"
"Solyc01g009670.4","Shoot","A5SS","80"
"Solyc01g010290.4","Shoot","A5SS","10, 10"
"Solyc01g058260.4","Shoot","A5SS","25, 30, 40, 50, 60, 70, 80, 90, 105"
"Solyc01g079410.3","Shoot","A5SS","50"
"Solyc01g079680.3","Shoot","A5SS","105"
"Solyc01g080280.3","Shoot","A5SS","105"
"Solyc01g088100.4","Shoot","A5SS","70, 80, 90, 105"
"Solyc01g091780.4","Shoot","A5SS","80, 90"
"Solyc01g094840.3","Shoot","A5SS","30"
"Solyc01g095430.3","Shoot","A5SS","5, 60"
"Solyc01g095460.3","Shoot","A5SS","90, 105"
"Solyc01g096890.4","Shoot","A5SS","105"
"Solyc01g097340.3","Shoot","A5SS","5, 70, 80, 90, 105"
"Solyc01g111870.3","Shoot","A5SS","90"
"Solyc02g005180.3","Shoot","A5SS","50, 60, 90, 105"
"Solyc02g067180.3","Shoot","A5SS","105"
"Solyc02g069100.4","Shoot","A5SS","30"
"Solyc02g071270.3","Shoot","A5SS","105"
"Solyc02g081340.3","Shoot","A5SS","80, 90, 105"
"Solyc02g082760.3","Shoot","A5SS","90, 105"
"Solyc02g084440.4","Shoot","A5SS","90, 105"
"Solyc02g085570.4","Shoot","A5SS","50, 90"
"Solyc02g085760.2","Shoot","A5SS","90"
"Solyc02g089980.3","Shoot","A5SS","90"
"Solyc02g094150.4","Shoot","A5SS","60, 70, 80"
"Solyc02g094640.4","Shoot","A5SS","30"
"Solyc03g034080.4","Shoot","A5SS","90"
"Solyc03g081260.4","Shoot","A5SS","70"
"Solyc03g097060.4","Shoot","A5SS","60"
"Solyc03g111610.3","Shoot","A5SS","80"
"Solyc03g111700.3","Shoot","A5SS","80"
"Solyc03g112050.4","Shoot","A5SS","30, 40, 50, 60, 70, 80, 90, 105"
"Solyc03g115950.3","Shoot","A5SS","90, 105"
"Solyc03g119780.4","Shoot","A5SS","25"
"Solyc03g121720.2","Shoot","A5SS","80"
"Solyc04g008630.3","Shoot","A5SS","105"
"Solyc04g045470.4","Shoot","A5SS","70"
"Solyc04g051500.3","Shoot","A5SS","60"
"Solyc04g054320.4","Shoot","A5SS","90, 105"
"Solyc04g072035.1","Shoot","A5SS","80, 90, 105"
"Solyc04g080900.3","Shoot","A5SS","105"
"Solyc04g082420.3","Shoot","A5SS","5"
"Solyc04g082590.3","Shoot","A5SS","105"
"Solyc05g007020.4","Shoot","A5SS","90"
"Solyc05g007880.4","Shoot","A5SS","20, 25, 30, 40"
"Solyc05g007980.3","Shoot","A5SS","105"
"Solyc05g010320.4","Shoot","A5SS","105"
"Solyc05g013380.3","Shoot","A5SS","50, 80, 90, 105"
"Solyc05g013530.4","Shoot","A5SS","60, 70, 80, 90, 105"
"Solyc05g051750.3","Shoot","A5SS","50, 80"
"Solyc05g052630.4","Shoot","A5SS","70, 80, 90, 105"
"Solyc05g054410.4","Shoot","A5SS","60, 70"
"Solyc05g054740.3","Shoot","A5SS","90"
"Solyc06g005160.4","Shoot","A5SS","90"
"Solyc06g005330.3","Shoot","A5SS","105"
"Solyc06g005750.3","Shoot","A5SS","60, 105"
"Solyc06g011530.3","Shoot","A5SS","60, 70, 80, 90"
"Solyc06g051030.3","Shoot","A5SS","90"
"Solyc06g068670.3","Shoot","A5SS","90"
"Solyc06g073260.3","Shoot","A5SS","80"
"Solyc06g076670.3","Shoot","A5SS","90"
"Solyc07g043580.4","Shoot","A5SS","80"
"Solyc07g049720.4","Shoot","A5SS","80"
"Solyc07g053450.4","Shoot","A5SS","70, 80"
"Solyc07g056540.3","Shoot","A5SS","105"
"Solyc07g062710.4","Shoot","A5SS","80, 90"
"Solyc07g065080.4","Shoot","A5SS","5"
"Solyc08g006410.4","Shoot","A5SS","105"
"Solyc08g044260.4","Shoot","A5SS","60"
"Solyc08g065480.3","Shoot","A5SS","50"
"Solyc08g066540.3","Shoot","A5SS","80, 90"
"Solyc08g075120.3","Shoot","A5SS","80, 90, 105"
"Solyc08g075710.3","Shoot","A5SS","70"
"Solyc08g076220.3","Shoot","A5SS","90, 105"
"Solyc08g076720.4","Shoot","A5SS","90, 105"
"Solyc08g082880.4","Shoot","A5SS","90, 105"
"Solyc08g083250.4","Shoot","A5SS","25"
"Solyc09g005480.3","Shoot","A5SS","50, 90, 105"
"Solyc09g060100.3","Shoot","A5SS","80, 90, 105"
"Solyc09g063030.4","Shoot","A5SS","105"
"Solyc09g064590.4","Shoot","A5SS","105"
"Solyc09g065180.3","Shoot","A5SS","50, 60, 70, 80, 90, 105"
"Solyc09g074050.3","Shoot","A5SS","90, 105"
"Solyc10g005080.3","Shoot","A5SS","50, 60, 70, 80, 90, 105"
"Solyc10g008480.3","Shoot","A5SS","90, 105"
"Solyc10g044470.3","Shoot","A5SS","90, 105"
"Solyc10g077110.1","Shoot","A5SS","90, 105"
"Solyc10g078180.3","Shoot","A5SS","90"
"Solyc10g081560.3","Shoot","A5SS","80"
"Solyc10g086580.2","Shoot","A5SS","25, 70, 80, 90"
"Solyc11g010870.2","Shoot","A5SS","80"
"Solyc11g040050.3","Shoot","A5SS","25"
"Solyc11g044250.3","Shoot","A5SS","90"
"Solyc11g044330.3","Shoot","A5SS","105"
"Solyc11g073130.2","Shoot","A5SS","20, 25, 30, 40, 50, 60, 70, 80, 90, 105"
"Solyc12g010110.3","Shoot","A5SS","90"
"Solyc12g017420.2","Shoot","A5SS","40, 90, 105"
"Solyc12g019740.2","Shoot","A5SS","60, 70, 80, 90"
"Solyc12g035130.2","Shoot","A5SS","60"
"Solyc12g036170.2","Shoot","A5SS","90, 105"
"Solyc12g036790.2","Shoot","A5SS","70, 80"
"lnc_RNA:Solyc04r022210.1","Shoot","MXE","25, 30, 30, 50, 60, 70, 80, 90, 105"
"Solyc01g058260.4","Shoot","MXE","105, 105, 105, 105"
"Solyc01g067120.4","Shoot","MXE","90, 105"
"Solyc01g079680.3","Shoot","MXE","105, 105, 105, 105"
"Solyc01g080280.3","Shoot","MXE","105, 105, 105, 105"
"Solyc01g088100.4","Shoot","MXE","105, 105, 105, 105"
"Solyc01g091360.4","Shoot","MXE","80, 90"
"Solyc01g094210.2","Shoot","MXE","60, 70, 80, 90, 105"
"Solyc01g095430.3","Shoot","MXE","70, 80, 90, 105"
"Solyc01g095460.3","Shoot","MXE","105, 105, 105, 105"
"Solyc01g096890.4","Shoot","MXE","105, 105, 105, 105"
"Solyc01g097340.3","Shoot","MXE","105, 105, 105, 105"
"Solyc01g105120.4","Shoot","MXE","70, 105"
"Solyc02g005180.3","Shoot","MXE","105, 105, 105, 105, 90, 105"
"Solyc02g067180.3","Shoot","MXE","105, 105, 105, 105"
"Solyc02g071270.3","Shoot","MXE","105, 105, 105, 105"
"Solyc02g081340.3","Shoot","MXE","105, 105, 105, 105"
"Solyc02g082760.3","Shoot","MXE","105, 105, 105, 105"
"Solyc02g084440.4","Shoot","MXE","105, 105, 105, 105"
"Solyc02g087750.3","Shoot","MXE","80"
"Solyc02g094120.3","Shoot","MXE","80, 90"
"Solyc03g034170.4","Shoot","MXE","80"
"Solyc03g062665.1","Shoot","MXE","60"
"Solyc03g078020.4","Shoot","MXE","90"
"Solyc03g097460.3","Shoot","MXE","105"
"Solyc03g112050.4","Shoot","MXE","105, 105, 105, 105"
"Solyc03g113920.4","Shoot","MXE","90"
"Solyc03g114450.3","Shoot","MXE","60, 70, 80, 105"
"Solyc03g115950.3","Shoot","MXE","105, 105, 105, 105"
"Solyc04g008630.3","Shoot","MXE","105, 105, 105, 105"
"Solyc04g054320.4","Shoot","MXE","105, 105, 105, 105"
"Solyc04g072035.1","Shoot","MXE","105, 105, 105, 105"
"Solyc04g080900.3","Shoot","MXE","105, 105, 105, 105"
"Solyc04g082590.3","Shoot","MXE","105, 105, 105, 105"
"Solyc05g007260.3","Shoot","MXE","105"
"Solyc05g007980.3","Shoot","MXE","105, 105, 105, 105"
"Solyc05g010320.4","Shoot","MXE","105, 105, 105, 105"
"Solyc05g013380.3","Shoot","MXE","105, 105, 105, 105"
"Solyc05g013530.4","Shoot","MXE","105, 105, 105, 105"
"Solyc05g052630.4","Shoot","MXE","105, 105, 105, 105, 60, 70, 80, 90, 105"
"Solyc06g005330.3","Shoot","MXE","105, 105, 105, 105"
"Solyc06g005750.3","Shoot","MXE","105, 105, 105, 105"
"Solyc06g065500.4","Shoot","MXE","105"
"Solyc06g070980.3","Shoot","MXE","80, 90"
"Solyc06g084140.4","Shoot","MXE","105"
"Solyc07g005680.4","Shoot","MXE","60"
"Solyc07g022900.4","Shoot","MXE","105"
"Solyc07g056540.3","Shoot","MXE","105, 105, 105, 105"
"Solyc08g006410.4","Shoot","MXE","105, 105, 105, 105"
"Solyc08g043180.3","Shoot","MXE","90"
"Solyc08g075120.3","Shoot","MXE","105, 105, 105, 105"
"Solyc08g076220.3","Shoot","MXE","105, 105, 105, 105"
"Solyc08g076720.4","Shoot","MXE","105, 105, 105, 105"
"Solyc08g082880.4","Shoot","MXE","105, 105, 105, 105"
"Solyc09g005480.3","Shoot","MXE","105, 105, 105, 105"
"Solyc09g015930.3","Shoot","MXE","25"
"Solyc09g047900.2","Shoot","MXE","90, 105"
"Solyc09g060100.3","Shoot","MXE","105, 105, 105, 105"
"Solyc09g063030.4","Shoot","MXE","105, 105, 105, 105"
"Solyc09g064590.4","Shoot","MXE","105, 105, 105, 105"
"Solyc09g065180.3","Shoot","MXE","105, 105, 105, 105"
"Solyc09g074050.3","Shoot","MXE","105, 105, 105, 105"
"Solyc10g005080.3","Shoot","MXE","105, 105, 105, 105, 80, 90, 105"
"Solyc10g008480.3","Shoot","MXE","105, 105, 105, 105, 105"
"Solyc10g008980.4","Shoot","MXE","80, 90, 105"
"Solyc10g044470.3","Shoot","MXE","105, 105, 105, 105"
"Solyc10g051110.1","Shoot","MXE","50, 60, 70"
"Solyc10g077110.1","Shoot","MXE","105, 105, 105, 105"
"Solyc10g079200.2","Shoot","MXE","90"
"Solyc10g085830.2","Shoot","MXE","90, 105"
"Solyc11g010380.2","Shoot","MXE","90"
"Solyc11g040370.2","Shoot","MXE","90"
"Solyc11g044330.3","Shoot","MXE","105, 105, 105, 105"
"Solyc11g073130.2","Shoot","MXE","105, 105, 105, 105"
"Solyc12g017420.2","Shoot","MXE","105, 105, 105, 105"
"Solyc12g019010.2","Shoot","MXE","105"
"Solyc12g036170.2","Shoot","MXE","105, 105, 105, 105"
"lnc_RNA:Solyc07r036700.1","Shoot","RI","90"
"Solyc01g005810.3","Shoot","RI","90"
"Solyc01g006000.3","Shoot","RI","50, 60, 70, 80, 90, 105"
"Solyc01g006900.3","Shoot","RI","10"
"Solyc01g006930.3","Shoot","RI","105"
"Solyc01g007100.3","Shoot","RI","105"
"Solyc01g008850.3","Shoot","RI","70, 80, 90, 105"
"Solyc01g008930.4","Shoot","RI","60"
"Solyc01g028860.3","Shoot","RI","105"
"Solyc01g057770.3","Shoot","RI","25, 60, 70, 80, 90, 105"
"Solyc01g058270.3","Shoot","RI","90"
"Solyc01g067120.4","Shoot","RI","15, 70, 80, 90, 105"
"Solyc01g080290.3","Shoot","RI","15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 105"
"Solyc01g080510.3","Shoot","RI","70"
"Solyc01g080580.4","Shoot","RI","30"
"Solyc01g086650.3","Shoot","RI","40, 50, 60, 70, 80, 90, 105"
"Solyc01g087590.3","Shoot","RI","70, 105"
"Solyc01g087750.4","Shoot","RI","80"
"Solyc01g088100.4","Shoot","RI","90, 105"
"Solyc01g088480.3","Shoot","RI","80"
"Solyc01g094210.2","Shoot","RI","40, 50"
"Solyc01g094720.3","Shoot","RI","90"
"Solyc01g095460.3","Shoot","RI","90, 105"
"Solyc01g095670.4","Shoot","RI","5, 20, 25, 30, 60, 70, 105"
"Solyc01g097500.4","Shoot","RI","60, 90"
"Solyc01g097770.4","Shoot","RI","80, 90, 105"
"Solyc01g097860.4","Shoot","RI","50, 90, 105"
"Solyc01g098500.3","Shoot","RI","90, 105"
"Solyc01g098610.4","Shoot","RI","80, 90, 105"
"Solyc01g098830.3","Shoot","RI","80"
"Solyc01g099930.3","Shoot","RI","105"
"Solyc01g100360.4","Shoot","RI","15"
"Solyc01g100850.3","Shoot","RI","105"
"Solyc01g101040.3","Shoot","RI","80, 90"
"Solyc01g102950.3","Shoot","RI","70, 80, 90, 105"
"Solyc01g103450.3","Shoot","RI","80"
"Solyc01g105020.3","Shoot","RI","60"
"Solyc01g105120.4","Shoot","RI","70, 105"
"Solyc01g105300.4","Shoot","RI","70, 80"
"Solyc01g106950.3","Shoot","RI","105"
"Solyc01g107580.4","Shoot","RI","40"
"Solyc01g108210.4","Shoot","RI","30"
"Solyc01g108620.3","Shoot","RI","40, 50, 90, 105"
"Solyc01g109560.3","Shoot","RI","70"
"Solyc01g109700.3","Shoot","RI","20, 30, 40, 50, 60, 70, 80, 90, 105"
"Solyc01g110480.4","Shoot","RI","40, 50, 60"
"Solyc01g111020.3","Shoot","RI","20"
"Solyc01g111150.2","Shoot","RI","60, 90, 105"
"Solyc01g111840.3","Shoot","RI","105"
"Solyc02g005180.3","Shoot","RI","40, 50, 60, 70, 80, 90, 105"
"Solyc02g014830.4","Shoot","RI","60"
"Solyc02g020910.4","Shoot","RI","10, 50"
"Solyc02g036370.3","Shoot","RI","30, 40, 50, 90, 105"
"Solyc02g061840.3","Shoot","RI","90"
"Solyc02g067120.4","Shoot","RI","60, 70, 80, 90, 105"
"Solyc02g068070.4","Shoot","RI","105"
"Solyc02g068420.4","Shoot","RI","90, 105"
"Solyc02g070050.3","Shoot","RI","40"
"Solyc02g070860.4","Shoot","RI","25"
"Solyc02g078790.4","Shoot","RI","80, 90, 105"
"Solyc02g079060.3","Shoot","RI","105"
"Solyc02g079100.3","Shoot","RI","70"
"Solyc02g080570.3","Shoot","RI","50, 105"
"Solyc02g081500.3","Shoot","RI","50, 90, 105"
"Solyc02g082770.3","Shoot","RI","90"
"Solyc02g083180.4","Shoot","RI","80, 90, 105"
"Solyc02g083560.3","Shoot","RI","90, 105"
"Solyc02g084360.3","Shoot","RI","40, 50"
"Solyc02g085020.4","Shoot","RI","105"
"Solyc02g085050.3","Shoot","RI","105"
"Solyc02g085570.4","Shoot","RI","70"
"Solyc02g085940.4","Shoot","RI","60"
"Solyc02g086650.3","Shoot","RI","60, 70, 80, 90, 105"
"Solyc02g086900.4","Shoot","RI","50, 60, 70, 80, 90"
"Solyc02g088230.3","Shoot","RI","30, 40, 50, 60, 70, 80, 90, 105"
"Solyc02g088240.4","Shoot","RI","15"
"Solyc02g089130.4","Shoot","RI","60, 90"
"Solyc02g089890.4","Shoot","RI","25, 30, 40, 50, 60, 70, 80, 90, 105"
"Solyc02g090260.3","Shoot","RI","60, 105"
"Solyc02g090530.4","Shoot","RI","50"
"Solyc02g091030.4","Shoot","RI","105"
"Solyc02g091560.3","Shoot","RI","25, 90, 105"
"Solyc02g092150.3","Shoot","RI","90"
"Solyc02g092660.3","Shoot","RI","15, 30"
"Solyc02g093080.3","Shoot","RI","105"
"Solyc02g093700.3","Shoot","RI","60"
"Solyc02g093940.3","Shoot","RI","20, 25, 30, 40, 90"
"Solyc02g094120.3","Shoot","RI","80, 90"
"Solyc02g094150.4","Shoot","RI","60, 70, 80"
"Solyc02g094640.4","Shoot","RI","10"
"Solyc03g005080.4","Shoot","RI","80, 90, 105"
"Solyc03g005280.4","Shoot","RI","80"
"Solyc03g006610.3","Shoot","RI","40, 70"
"Solyc03g007270.3","Shoot","RI","30, 80"
"Solyc03g026210.4","Shoot","RI","80"
"Solyc03g026300.4","Shoot","RI","105"
"Solyc03g031680.3","Shoot","RI","80, 90, 105"
"Solyc03g033360.3","Shoot","RI","20"
"Solyc03g033540.3","Shoot","RI","70, 80, 90, 105"
"Solyc03g044430.3","Shoot","RI","40"
"Solyc03g059260.4","Shoot","RI","70, 80, 90, 105"
"Solyc03g063600.4","Shoot","RI","105"
"Solyc03g065250.4","Shoot","RI","90, 105"
"Solyc03g071590.3","Shoot","RI","90"
"Solyc03g081320.3","Shoot","RI","15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 105"
"Solyc03g082560.3","Shoot","RI","70"
"Solyc03g082820.3","Shoot","RI","90, 105"
"Solyc03g082960.2","Shoot","RI","20, 70, 80, 90"
"Solyc03g083010.3","Shoot","RI","70"
"Solyc03g083910.5","Shoot","RI","90, 105"
"Solyc03g083960.3","Shoot","RI","105"
"Solyc03g095250.3","Shoot","RI","105"
"Solyc03g095810.3","Shoot","RI","70, 80, 90, 105"
"Solyc03g096380.3","Shoot","RI","50, 60, 70, 80, 90, 105"
"Solyc03g097460.3","Shoot","RI","50"
"Solyc03g098320.4","Shoot","RI","50, 60, 70, 80, 90, 105"
"Solyc03g111330.4","Shoot","RI","90"
"Solyc03g112050.4","Shoot","RI","50, 80, 90, 105"
"Solyc03g113140.3","Shoot","RI","80"
"Solyc03g113280.3","Shoot","RI","60"
"Solyc03g115720.3","Shoot","RI","105"
"Solyc03g115950.3","Shoot","RI","30, 40, 50, 60, 70, 80, 90, 105"
