"gene_id","organ","event","time"
"Solyc08g081750.3","Shoot","SE","40, 50, 60, 90, 105"
"Solyc08g081770.3","Shoot","SE","90, 105"
"Solyc08g081990.3","Shoot","SE","70, 80, 90, 105"
"Solyc08g082880.4","Shoot","SE","105, 90, 105"
"Solyc08g083250.4","Shoot","SE","25"
"Solyc08g083320.4","Shoot","SE","105"
"Solyc09g005270.3","Shoot","SE","30"
"Solyc09g005480.3","Shoot","SE","90"
"Solyc09g005580.4","Shoot","SE","90, 105"
"Solyc09g007680.4","Shoot","SE","105"
"Solyc09g008490.4","Shoot","SE","105"
"Solyc09g010380.3","Shoot","SE","105"
"Solyc09g010460.3","Shoot","SE","105"
"Solyc09g010970.4","Shoot","SE","90"
"Solyc09g011830.4","Shoot","SE","90, 105"
"Solyc09g011860.4","Shoot","SE","105"
"Solyc09g018830.2","Shoot","SE","105"
"Solyc09g055930.3","Shoot","SE","105"
"Solyc09g059510.3","Shoot","SE","90"
"Solyc09g061860.4","Shoot","SE","70, 80, 90, 105"
"Solyc09g064540.3","Shoot","SE","70"
"Solyc09g064870.3","Shoot","SE","105"
"Solyc09g065180.3","Shoot","SE","50, 60, 70, 80, 90, 105"
"Solyc09g065660.4","Shoot","SE","105"
"Solyc09g075390.4","Shoot","SE","105"
"Solyc09g083370.3","Shoot","SE","80, 90, 105"
"Solyc09g089560.4","Shoot","SE","105, 20, 50, 60, 70, 105"
"Solyc09g090570.2","Shoot","SE","105"
"Solyc09g091030.3","Shoot","SE","105, 105"
"Solyc09g092680.4","Shoot","SE","40, 90, 105"
"Solyc09g098040.3","Shoot","SE","105"
"Solyc09g098370.4","Shoot","SE","105"
"Solyc10g005030.4","Shoot","SE","70, 80, 90, 105"
"Solyc10g005080.3","Shoot","SE","40, 50, 60, 70, 80, 90, 105"
"Solyc10g005310.3","Shoot","SE","105"
"Solyc10g005630.3","Shoot","SE","105"
"Solyc10g007500.4","Shoot","SE","20, 40, 90, 105"
"Solyc10g044740.2","Shoot","SE","105"
"Solyc10g045540.2","Shoot","SE","105"
"Solyc10g049630.2","Shoot","SE","70, 80, 90, 105"
"Solyc10g051110.1","Shoot","SE","105"
"Solyc10g054870.3","Shoot","SE","105"
"Solyc10g074990.2","Shoot","SE","105"
"Solyc10g075030.3","Shoot","SE","105"
"Solyc10g077110.1","Shoot","SE","105"
"Solyc10g078160.2","Shoot","SE","90"
"Solyc10g078180.3","Shoot","SE","105"
"Solyc10g084150.2","Shoot","SE","105, 80, 90, 105"
"Solyc10g085620.2","Shoot","SE","105"
"Solyc10g085980.2","Shoot","SE","105"
"Solyc10g086565.2","Shoot","SE","105"
"Solyc10g150105.1","Shoot","SE","30"
"Solyc11g005170.2","Shoot","SE","105"
"Solyc11g006020.2","Shoot","SE","105"
"Solyc11g006460.3","Shoot","SE","105"
"Solyc11g006820.2","Shoot","SE","105"
"Solyc11g008000.2","Shoot","SE","105"
"Solyc11g010890.3","Shoot","SE","30, 60, 70, 80, 90, 105"
"Solyc11g032130.3","Shoot","SE","90"
"Solyc11g044330.3","Shoot","SE","105"
"Solyc11g065240.2","Shoot","SE","90"
"Solyc11g065320.2","Shoot","SE","70, 105"
"Solyc11g065350.2","Shoot","SE","105"
"Solyc11g066790.2","Shoot","SE","105"
"Solyc11g072550.2","Shoot","SE","105"
"Solyc11g150100.1","Shoot","SE","90"
"Solyc12g005300.2","Shoot","SE","105"
"Solyc12g007100.2","Shoot","SE","90"
"Solyc12g008750.3","Shoot","SE","105"
"Solyc12g008770.2","Shoot","SE","105"
"Solyc12g009610.2","Shoot","SE","105"
"Solyc12g010230.2","Shoot","SE","105"
"Solyc12g010930.2","Shoot","SE","105"
"Solyc12g014220.3","Shoot","SE","105"
"Solyc12g014530.3","Shoot","SE","105"
"Solyc12g015630.2","Shoot","SE","90, 105"
"Solyc12g019740.2","Shoot","SE","40"
"Solyc12g021280.2","Shoot","SE","70, 80, 90, 105"
"Solyc12g021360.3","Shoot","SE","90"
"Solyc12g036170.2","Shoot","SE","105"
"Solyc12g036220.3","Shoot","SE","105"
"Solyc12g040640.2","Shoot","SE","105"
"Solyc12g040680.2","Shoot","SE","105"
"Solyc12g040810.2","Shoot","SE","40, 90"
"Solyc12g044600.3","Shoot","SE","70"
"Solyc12g049580.2","Shoot","SE","70, 80, 90, 105"
"Solyc12g056300.3","Shoot","SE","105"
"Solyc12g056350.2","Shoot","SE","105, 90"
"Solyc12g088250.2","Shoot","SE","70, 80, 90, 105"
"Solyc12g088750.2","Shoot","SE","25, 80, 90, 105"
"Solyc12g089180.2","Shoot","SE","105"
"Solyc12g095760.2","Shoot","SE","105"
"Solyc12g096320.2","Shoot","SE","105"
"Solyc12g097030.2","Shoot","SE","105"
"Solyc12g098660.3","Shoot","SE","105"
"Solyc12g099270.2","Shoot","SE","105"
"Solyc12g099940.2","Shoot","SE","105"
"lnc_RNA:Solyc04r022210.1","Root","A3SS","60"
"Solyc01g005090.3","Root","A3SS","60, 90, 105"
"Solyc01g006000.3","Root","A3SS","105"
"Solyc01g028810.3","Root","A3SS","20"
"Solyc01g065700.3","Root","A3SS","80, 90"
"Solyc01g094580.3","Root","A3SS","15"
"Solyc01g094620.3","Root","A3SS","40"
"Solyc01g096740.4","Root","A3SS","90, 105"
"Solyc01g102490.3","Root","A3SS","25"
"Solyc01g111300.4","Root","A3SS","90, 105"
"Solyc02g020910.4","Root","A3SS","15, 105"
"Solyc02g063450.4","Root","A3SS","105"
"Solyc02g079100.3","Root","A3SS","105"
"Solyc02g081270.4","Root","A3SS","60"
"Solyc02g083670.4","Root","A3SS","30"
"Solyc02g089930.4","Root","A3SS","70, 80, 90"
"Solyc02g093480.4","Root","A3SS","25"
"Solyc03g034100.4","Root","A3SS","105"
"Solyc03g093640.4","Root","A3SS","50"
"Solyc03g115580.4","Root","A3SS","15"
"Solyc03g116760.3","Root","A3SS","105"
"Solyc04g010110.3","Root","A3SS","50"
"Solyc04g015220.4","Root","A3SS","105"
"Solyc04g072450.3","Root","A3SS","40, 50"
"Solyc04g078860.4","Root","A3SS","40, 50"
"Solyc04g079750.4","Root","A3SS","5, 5"
"Solyc04g080280.3","Root","A3SS","20, 90, 105"
"Solyc04g082420.3","Root","A3SS","30"
"Solyc05g013490.4","Root","A3SS","40"
"Solyc05g051230.4","Root","A3SS","90"
"Solyc05g052510.4","Root","A3SS","50"
"Solyc05g052630.4","Root","A3SS","60"
"Solyc05g054710.3","Root","A3SS","105"
"Solyc06g065460.2","Root","A3SS","105"
"Solyc06g066550.3","Root","A3SS","15"
"Solyc06g069090.3","Root","A3SS","105"
"Solyc06g069190.4","Root","A3SS","70"
"Solyc06g084590.4","Root","A3SS","50, 60, 70, 105"
"Solyc07g008900.4","Root","A3SS","50, 60"
"Solyc07g045350.4","Root","A3SS","70"
"Solyc07g052420.3","Root","A3SS","90"
"Solyc08g065350.4","Root","A3SS","105"
"Solyc08g069040.3","Root","A3SS","90"
"Solyc08g075520.4","Root","A3SS","25"
"Solyc08g078460.3","Root","A3SS","30"
"Solyc08g082080.3","Root","A3SS","80, 90, 105"
"Solyc08g083250.4","Root","A3SS","105"
"Solyc09g007680.4","Root","A3SS","80"
"Solyc09g090360.3","Root","A3SS","80, 90, 105"
"Solyc10g006250.3","Root","A3SS","80"
"Solyc10g006500.4","Root","A3SS","105"
"Solyc10g081610.2","Root","A3SS","90"
"Solyc10g083520.2","Root","A3SS","70, 80, 90, 105"
"Solyc10g084120.2","Root","A3SS","105"
"Solyc10g086190.3","Root","A3SS","90, 105"
"Solyc11g073120.2","Root","A3SS","105"
"Solyc12g006850.2","Root","A3SS","90, 105"
"Solyc12g008760.3","Root","A3SS","70"
"Solyc12g040810.2","Root","A3SS","105"
"Solyc12g044230.2","Root","A3SS","40"
"Solyc12g098910.2","Root","A3SS","90"
"lnc_RNA:Solyc04r022190.1","Root","A5SS","5, 25, 30, 40"
"lnc_RNA:Solyc04r022200.1","Root","A5SS","5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 105"
"lnc_RNA:Solyc04r022210.1","Root","A5SS","5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 105"
"lnc_RNA:Solyc07r035820.1","Root","A5SS","40, 50, 80, 90"
"Solyc01g010290.4","Root","A5SS","15"
"Solyc01g058260.4","Root","A5SS","60, 70, 80, 90, 105"
"Solyc01g101090.3","Root","A5SS","15, 20, 25, 30"
"Solyc01g110480.4","Root","A5SS","105"
"Solyc02g005180.3","Root","A5SS","80"
"Solyc02g071860.4","Root","A5SS","80, 90, 105"
"Solyc02g079060.3","Root","A5SS","40"
"Solyc02g080780.3","Root","A5SS","10"
"Solyc03g007570.2","Root","A5SS","90, 105"
"Solyc03g093450.3","Root","A5SS","80"
"Solyc03g112050.4","Root","A5SS","40, 50, 60, 70, 80, 90, 105"
"Solyc03g117420.4","Root","A5SS","90"
"Solyc04g006970.4","Root","A5SS","70, 80, 90, 105"
"Solyc04g081260.3","Root","A5SS","105"
"Solyc05g052450.3","Root","A5SS","80"
"Solyc05g052630.4","Root","A5SS","80"
"Solyc05g054150.3","Root","A5SS","90"
"Solyc06g036720.4","Root","A5SS","15"
"Solyc06g053790.3","Root","A5SS","105"
"Solyc06g074630.4","Root","A5SS","90, 105"
"Solyc06g083800.4","Root","A5SS","105"
"Solyc07g005240.4","Root","A5SS","90"
"Solyc07g032740.4","Root","A5SS","105"
"Solyc07g053450.4","Root","A5SS","80"
"Solyc08g069231.1","Root","A5SS","105"
"Solyc08g078300.4","Root","A5SS","105"
"Solyc08g082940.2","Root","A5SS","25"
"Solyc09g007280.4","Root","A5SS","90"
"Solyc10g007410.4","Root","A5SS","105"
"Solyc10g074900.2","Root","A5SS","25"
"Solyc10g086690.3","Root","A5SS","25"
"Solyc11g005790.3","Root","A5SS","15"
"Solyc11g072290.3","Root","A5SS","20"
"Solyc12g008840.2","Root","A5SS","15"
"lnc_RNA:Solyc04r022200.1","Root","MXE","5, 10, 30, 60, 105"
"lnc_RNA:Solyc04r022210.1","Root","MXE","5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 105"
"Solyc01g100970.3","Root","MXE","15"
"Solyc01g108500.4","Root","MXE","10"
"Solyc02g005180.3","Root","MXE","90"
"Solyc03g062665.1","Root","MXE","105"
"Solyc03g093390.4","Root","MXE","90, 105"
"Solyc05g052630.4","Root","MXE","70, 80, 90"
"Solyc07g054475.1","Root","MXE","90"
"Solyc08g048550.3","Root","MXE","5"
"Solyc08g059760.3","Root","MXE","60"
"Solyc08g065350.4","Root","MXE","15"
"Solyc09g082800.3","Root","MXE","105"
"Solyc10g084120.2","Root","MXE","70"
"lnc_RNA:Solyc06r029790.1","Root","RI","105"
"Solyc01g005090.3","Root","RI","70, 105"
"Solyc01g006000.3","Root","RI","50, 60, 70, 80, 90, 105"
"Solyc01g049890.3","Root","RI","40"
"Solyc01g057770.3","Root","RI","5"
"Solyc01g058260.4","Root","RI","105"
"Solyc01g080580.4","Root","RI","30"
"Solyc01g087590.3","Root","RI","105"
"Solyc01g088100.4","Root","RI","70, 80"
"Solyc01g095150.3","Root","RI","60, 70"
"Solyc01g096740.4","Root","RI","90, 105"
"Solyc01g101070.3","Root","RI","40"
"Solyc01g103020.4","Root","RI","60, 70, 105"
"Solyc01g103660.4","Root","RI","15, 105"
"Solyc01g105880.4","Root","RI","90"
"Solyc01g109330.3","Root","RI","90"
"Solyc01g109700.3","Root","RI","90"
"Solyc01g112000.4","Root","RI","90"
"Solyc01g150167.1","Root","RI","80"
"Solyc02g005180.3","Root","RI","80, 90, 105"
"Solyc02g021440.4","Root","RI","80"
"Solyc02g061840.3","Root","RI","50, 60, 70, 80"
"Solyc02g062520.3","Root","RI","60"
"Solyc02g067120.4","Root","RI","5, 10, 15, 20, 90, 105"
"Solyc02g068430.4","Root","RI","10, 15, 20, 25"
"Solyc02g069780.3","Root","RI","60"
"Solyc02g071890.3","Root","RI","105"
"Solyc02g076760.3","Root","RI","90"
"Solyc02g078790.4","Root","RI","90, 105"
"Solyc02g078900.3","Root","RI","15"
"Solyc02g080570.3","Root","RI","105"
"Solyc02g082660.3","Root","RI","70"
"Solyc02g083180.4","Root","RI","105"
"Solyc02g085570.4","Root","RI","80"
"Solyc02g088230.3","Root","RI","90, 105"
"Solyc02g090470.4","Root","RI","50, 60"
"Solyc02g092410.3","Root","RI","25, 30"
"Solyc02g093320.4","Root","RI","80, 90"
"Solyc02g093670.3","Root","RI","80, 90"
"Solyc03g007270.3","Root","RI","50, 90, 105"
"Solyc03g025970.3","Root","RI","60"
"Solyc03g059260.4","Root","RI","5, 10"
"Solyc03g082820.3","Root","RI","60, 70, 80"
"Solyc03g093510.2","Root","RI","105"
"Solyc03g097180.3","Root","RI","50"
"Solyc03g098320.4","Root","RI","60, 70, 80"
"Solyc03g112050.4","Root","RI","50, 60, 70, 80, 90, 105"
"Solyc03g115680.4","Root","RI","90"
"Solyc03g115970.2","Root","RI","105"
"Solyc03g116500.4","Root","RI","90"
"Solyc03g116890.3","Root","RI","105"
"Solyc03g117680.4","Root","RI","105"
"Solyc03g119250.4","Root","RI","70, 80, 90, 105"
"Solyc03g120000.3","Root","RI","40"
"Solyc03g120470.4","Root","RI","80, 90, 105"
"Solyc03g121510.4","Root","RI","90, 105"
"Solyc04g005860.3","Root","RI","40, 50, 60, 70, 80, 90, 105"
"Solyc04g015100.3","Root","RI","50"
"Solyc04g015470.3","Root","RI","90"
"Solyc04g025990.3","Root","RI","90, 105"
"Solyc04g026030.3","Root","RI","105"
"Solyc04g049630.3","Root","RI","105"
"Solyc04g049690.3","Root","RI","105"
"Solyc04g057990.4","Root","RI","105"
"Solyc04g077120.4","Root","RI","80, 90"
"Solyc04g079940.3","Root","RI","105"
"Solyc04g079970.3","Root","RI","30"
"Solyc04g080840.3","Root","RI","80, 90, 105"
"Solyc04g082290.4","Root","RI","30"
"Solyc04g082420.3","Root","RI","30"
"Solyc05g006170.4","Root","RI","105"
"Solyc05g007020.4","Root","RI","80, 90, 105"
"Solyc05g008580.3","Root","RI","105"
"Solyc05g009220.3","Root","RI","5"
"Solyc05g012110.4","Root","RI","60, 70, 80"
"Solyc05g012610.3","Root","RI","20"
"Solyc05g017860.3","Root","RI","105"
"Solyc05g025820.4","Root","RI","105"
"Solyc05g052910.4","Root","RI","105"
"Solyc06g011530.3","Root","RI","80, 90, 105"
"Solyc06g051210.3","Root","RI","60, 70"
"Solyc06g051380.3","Root","RI","90"
"Solyc06g053630.3","Root","RI","20"
"Solyc06g053790.3","Root","RI","105"
"Solyc06g060420.3","Root","RI","105"
"Solyc06g062920.3","Root","RI","60, 70, 80, 90, 105"
"Solyc06g066470.4","Root","RI","60"
"Solyc06g069090.3","Root","RI","105"
"Solyc06g073590.3","Root","RI","105"
"Solyc06g074630.4","Root","RI","80, 90, 105"
"Solyc06g074670.4","Root","RI","5, 10, 90, 105"
"Solyc06g083530.3","Root","RI","80"
"Solyc07g006320.4","Root","RI","50"
"Solyc07g008240.3","Root","RI","40, 50"
"Solyc07g021700.3","Root","RI","80"
"Solyc07g022900.4","Root","RI","80, 90, 105"
"Solyc07g032230.3","Root","RI","80, 90, 105"
"Solyc07g032740.4","Root","RI","105"
"Solyc07g039510.4","Root","RI","70, 80, 90, 105"
"Solyc07g044830.3","Root","RI","105"
"Solyc07g062080.4","Root","RI","90"
"Solyc07g066660.4","Root","RI","105"
"Solyc08g006487.1","Root","RI","80, 90"
"Solyc08g062560.4","Root","RI","90, 105"
"Solyc08g068590.4","Root","RI","105"
"Solyc08g075520.4","Root","RI","60"
"Solyc08g076410.4","Root","RI","90, 105"
"Solyc08g079530.3","Root","RI","105"
"Solyc08g082880.4","Root","RI","80"
"Solyc08g083040.4","Root","RI","105"
"Solyc08g083260.3","Root","RI","50, 60, 70, 80, 90, 105"
"Solyc09g010460.3","Root","RI","90"
"Solyc09g011160.4","Root","RI","105"
"Solyc09g065540.3","Root","RI","60"
"Solyc09g065660.4","Root","RI","60, 70, 80"
"Solyc09g065950.3","Root","RI","50, 60"
"Solyc09g066470.4","Root","RI","90, 105"
"Solyc09g074400.3","Root","RI","105"
"Solyc09g082770.3","Root","RI","15"
"Solyc09g091440.3","Root","RI","105"
"Solyc10g005640.4","Root","RI","30, 40"
"Solyc10g006090.4","Root","RI","80"
"Solyc10g007500.4","Root","RI","60, 105"
"Solyc10g012430.3","Root","RI","60"
"Solyc10g044740.2","Root","RI","90"
"Solyc10g050060.2","Root","RI","5, 90, 105"
"Solyc10g077110.1","Root","RI","80, 90, 105"
"Solyc10g080130.3","Root","RI","105"
"Solyc10g080150.2","Root","RI","80, 90, 105"
"Solyc10g080390.2","Root","RI","105"
"Solyc10g080460.2","Root","RI","105"
"Solyc10g080720.2","Root","RI","90"
"Solyc10g084370.3","Root","RI","90"
"Solyc10g086190.3","Root","RI","90, 105"
"Solyc10g086690.3","Root","RI","5, 10, 15, 20, 25, 105"
"Solyc11g005170.2","Root","RI","50, 60, 90"
"Solyc11g062070.3","Root","RI","80"
"Solyc11g065030.3","Root","RI","50"
"Solyc11g069840.3","Root","RI","105"
"Solyc11g072340.2","Root","RI","60, 90, 105"
"Solyc11g072590.3","Root","RI","90"
"Solyc11g072600.3","Root","RI","25, 30, 40"
"Solyc11g073120.2","Root","RI","50, 60, 70, 80, 90, 105"
"Solyc12g005290.2","Root","RI","105"
"Solyc12g005650.2","Root","RI","90, 105"
"Solyc12g006840.2","Root","RI","60, 70"
"Solyc12g007100.2","Root","RI","70, 80"
"Solyc12g007210.2","Root","RI","105"
"Solyc12g008450.2","Root","RI","90"
"Solyc12g008750.3","Root","RI","70, 80, 90, 105"
"Solyc12g010870.3","Root","RI","90"
"Solyc12g010930.2","Root","RI","70"
"Solyc12g019740.2","Root","RI","105"
"Solyc12g036470.2","Root","RI","60"
"Solyc12g044220.3","Root","RI","90"
"Solyc12g044920.3","Root","RI","80"
"Solyc12g062870.2","Root","RI","70"
"Solyc12g088940.3","Root","RI","60"
"Solyc12g099970.2","Root","RI","30, 40, 50, 60, 70, 80, 90"
"lnc_RNA:Solyc04r022210.1","Root","SE","80, 90"
"lnc_RNA:Solyc06r029790.1","Root","SE","105"
"Solyc01g005090.3","Root","SE","105, 90, 105"
"Solyc01g006000.3","Root","SE","105"
"Solyc01g020240.4","Root","SE","105"
"Solyc01g058260.4","Root","SE","105"
"Solyc01g068270.3","Root","SE","90, 105"
"Solyc01g087590.3","Root","SE","105"
"Solyc01g095460.3","Root","SE","70, 105"
"Solyc01g096740.4","Root","SE","105"
"Solyc01g098500.3","Root","SE","70"
"Solyc01g103020.4","Root","SE","105"
"Solyc01g103660.4","Root","SE","105, 105"
"Solyc01g112140.4","Root","SE","15, 15, 15"
"Solyc02g005180.3","Root","SE","105, 90, 105"
"Solyc02g067120.4","Root","SE","105"
"Solyc02g071890.3","Root","SE","105"
"Solyc02g078790.4","Root","SE","105"
"Solyc02g079100.3","Root","SE","105"
"Solyc02g080570.3","Root","SE","105"
"Solyc02g082440.2","Root","SE","105"
"Solyc02g083180.4","Root","SE","105"
"Solyc02g088230.3","Root","SE","105"
"Solyc03g005120.3","Root","SE","105"
"Solyc03g007270.3","Root","SE","105"
"Solyc03g078020.4","Root","SE","15, 15, 15"
"Solyc03g082660.3","Root","SE","105"
"Solyc03g093390.4","Root","SE","15, 15, 15, 70, 80, 105"
"Solyc03g093510.2","Root","SE","105"
"Solyc03g097460.3","Root","SE","30, 30, 30"
"Solyc03g112050.4","Root","SE","105, 70, 80, 90, 105"
"Solyc03g113770.3","Root","SE","15, 15, 15"
"Solyc03g115950.3","Root","SE","90, 105"
"Solyc03g115970.2","Root","SE","105"
"Solyc03g116890.3","Root","SE","105"
"Solyc03g117680.4","Root","SE","105"
"Solyc03g119250.4","Root","SE","105"
"Solyc03g120470.4","Root","SE","105"
"Solyc03g121510.4","Root","SE","105"
"Solyc04g005860.3","Root","SE","105"
"Solyc04g025990.3","Root","SE","105"
"Solyc04g026030.3","Root","SE","105"
"Solyc04g049630.3","Root","SE","105"
"Solyc04g049690.3","Root","SE","105"
"Solyc04g057990.4","Root","SE","105"
"Solyc04g077030.3","Root","SE","105"
"Solyc04g079940.3","Root","SE","105"
"Solyc04g080820.2","Root","SE","90, 105"
"Solyc04g080840.3","Root","SE","105"
"Solyc04g082420.3","Root","SE","80, 90, 105"
"Solyc05g005490.4","Root","SE","90, 105"
"Solyc05g006170.4","Root","SE","105"
"Solyc05g007020.4","Root","SE","105"
"Solyc05g008580.3","Root","SE","105"
"Solyc05g017860.3","Root","SE","105"
"Solyc05g025820.4","Root","SE","105"
"Solyc05g052910.4","Root","SE","105"
"Solyc05g054390.4","Root","SE","105"
"Solyc05g054710.3","Root","SE","105"
"Solyc06g011530.3","Root","SE","105"
"Solyc06g053790.3","Root","SE","105"
"Solyc06g060420.3","Root","SE","105"
"Solyc06g062920.3","Root","SE","105"
"Solyc06g067950.3","Root","SE","90"
"Solyc06g069090.3","Root","SE","105"
"Solyc06g073590.3","Root","SE","105, 90, 105"
"Solyc06g074630.4","Root","SE","105"
"Solyc06g074670.4","Root","SE","105"
"Solyc06g084590.4","Root","SE","60, 70, 105"
"Solyc07g005690.3","Root","SE","90, 105"
"Solyc07g006120.3","Root","SE","30, 30, 30, 80, 90"
"Solyc07g022900.4","Root","SE","105"
"Solyc07g032230.3","Root","SE","105"
"Solyc07g032740.4","Root","SE","105"
"Solyc07g039510.4","Root","SE","105"
"Solyc07g041830.4","Root","SE","80"
"Solyc07g044830.3","Root","SE","105"
"Solyc07g044850.3","Root","SE","10"
"Solyc07g045350.4","Root","SE","10"
"Solyc07g053250.3","Root","SE","60"
"Solyc07g054440.3","Root","SE","105"
"Solyc07g055020.3","Root","SE","90"
"Solyc07g065370.4","Root","SE","80, 90, 105"
"Solyc07g066660.4","Root","SE","105"
"Solyc08g062560.4","Root","SE","105"
"Solyc08g062960.4","Root","SE","105"
"Solyc08g068590.4","Root","SE","105"
"Solyc08g069231.1","Root","SE","105"
"Solyc08g075520.4","Root","SE","105"
"Solyc08g076410.4","Root","SE","105"
"Solyc08g079530.3","Root","SE","105"
"Solyc08g083040.4","Root","SE","105"
"Solyc08g083260.3","Root","SE","105"
"Solyc09g011160.4","Root","SE","105"
"Solyc09g011170.3","Root","SE","105"
"Solyc09g065660.4","Root","SE","70, 80"
"Solyc09g066470.4","Root","SE","105"
"Solyc09g074400.3","Root","SE","105"
"Solyc09g091440.3","Root","SE","105"
"Solyc09g092450.3","Root","SE","105"
"Solyc09g092680.4","Root","SE","90"
"Solyc09g098560.2","Root","SE","70"
"Solyc10g007500.4","Root","SE","105"
"Solyc10g050060.2","Root","SE","105"
"Solyc10g077110.1","Root","SE","105"
"Solyc10g080130.3","Root","SE","105"
"Solyc10g080150.2","Root","SE","105"
"Solyc10g080390.2","Root","SE","105"
"Solyc10g080460.2","Root","SE","105"
"Solyc10g083710.2","Root","SE","105"
"Solyc10g086190.3","Root","SE","105"
"Solyc10g086690.3","Root","SE","105"
"Solyc11g011533.1","Root","SE","80, 90"
"Solyc11g069840.3","Root","SE","105"
"Solyc11g070100.2","Root","SE","105"
"Solyc11g072340.2","Root","SE","105"
"Solyc11g073120.2","Root","SE","105"
"Solyc12g005290.2","Root","SE","105"
"Solyc12g005650.2","Root","SE","105"
"Solyc12g006850.2","Root","SE","90, 105"
"Solyc12g007210.2","Root","SE","105"
"Solyc12g008750.3","Root","SE","105"
"Solyc12g019740.2","Root","SE","105"
"Solyc12g040810.2","Root","SE","105"
"Solyc12g098620.2","Root","SE","90, 105"
